nom,minute,tir_reussi,tir_tentes,pct_tir,trois_pt_r,trois_pt_t,pct_3_pt,lanc_frc_r,lanc_frc_t,pct_lfrc,rebonds_o,rebonds_d,rebonds,passes_dec,steal,contres,ball_perdu,faute_p,points,plus_moins,dnp,blesse,nom_simple,score_ttfl
Danny Green,0 days 00:18:17,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,14.0,False,False,dannygreen,5.0
Tobias Harris,0 days 00:26:34,8.0,15.0,53.3,3.0,4.0,75.0,1.0,1.0,100.0,3.0,6.0,9.0,3.0,0.0,1.0,1.0,2.0,20.0,30.0,False,False,tobiasharris,38.0
Joel Embiid,0 days 00:26:40,7.0,11.0,63.6,1.0,2.0,50.0,6.0,8.0,75.0,0.0,9.0,9.0,2.0,0.0,2.0,0.0,2.0,21.0,23.0,False,False,joelembiid,47.0
Seth Curry,0 days 00:24:45,7.0,12.0,58.3,5.0,7.0,71.4,2.0,2.0,100.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,21.0,24.0,False,False,sethcurry,36.0
Ben Simmons,0 days 00:24:36,3.0,7.0,42.9,1.0,1.0,100.0,2.0,2.0,100.0,2.0,8.0,10.0,8.0,2.0,0.0,2.0,3.0,9.0,25.0,False,False,bensimmons,29.0
Shake Milton,0 days 00:24:35,6.0,15.0,40.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,4.0,4.0,6.0,1.0,2.0,1.0,1.0,14.0,20.0,False,False,shakemilton,28.0
Mike Scott,0 days 00:17:27,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,False,False,mikescott,4.0
Matisse Thybulle,0 days 00:17:54,3.0,5.0,60.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,4.0,4.0,0.0,1.0,2.0,2.0,1.0,9.0,8.0,False,False,matissethybulle,20.0
Tyrese Maxey,0 days 00:21:00,5.0,9.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,10.0,-1.0,False,False,tyresemaxey,13.0
Dwight Howard,0 days 00:14:24,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,7.0,11.0,False,False,dwighthoward,15.0
Isaiah Joe,0 days 00:06:56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,-10.0,False,False,isaiahjoe,1.0
Vincent Poirier,0 days 00:06:56,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,-10.0,False,False,vincentpoirier,4.0
Dakota Mathias,0 days 00:05:57,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,False,False,dakotamathias,0.0
Terrance Ferguson,0 days 00:03:59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0,False,False,terranceferguson,1.0
Tony Bradley,,,,,,,,,,,,,,,,,,,,,True,False,tonybradley,
